Fondant Cake Design,01224 634555,none,none
Yen Thomson Cakes,07518 520488,http://www.yenscakes.co.uk/,"11 Fonthill Terrace, Aberdeen, AB11 7UR"
Yen Thomson Cakes,07518 520488,none,"11 Fonthill Terrace, Aberdeen, AB11 7UR"
Yen Thomson Cakes,07518 520488,none,none
D'Sugar Cakes,01224 591581,https://www.facebook.com/pages/dsugar-cakes/121822754567412,"33 Holburn St, Aberdeen, AB10 6BS"
D'Sugar Cakes,01224 591581,none,"33 Holburn St, Aberdeen, AB10 6BS"
D'Sugar Cakes,01224 591581,none,none
Lemon Drizzle Cakes,07748 845141,https://www.facebook.com/fionamackie118,"118 Fairview Circle, Danestone, Aberdeen, AB22 8YR"
Lemon Drizzle Cakes,07748 845141,none,"118 Fairview Circle, Danestone, Aberdeen, AB22 8YR"
Lemon Drizzle Cakes,07748 845141,none,none
Homewood,01224 325405,none,"68b Countesswells Road, Aberdeen, AB15 7YJ"
Homewood,01224 325405,none,none
Miss Lola Sweeties,07934 215873,none,"Mannofield Craigielea Avenue, Aberdeen, AB15 7XX"
Miss Lola Sweeties,07934 215873,none,none
Tinosdelightz,01224 316836,https://tinosdelightz.com/,"19 Eday Court, Aberdeen, AB15 6WG"
Tinosdelightz,01224 316836,none,"19 Eday Court, Aberdeen, AB15 6WG"
Tinosdelightz,01224 316836,none,none
Able Cake Designs,07949 723674,https://www.facebook.com/able-cake-designs-851136971593146,"7 Ashwood Circle, Bridge Of Don, Aberdeen, AB22 8XU"
Able Cake Designs,07949 723674,none,"7 Ashwood Circle, Bridge Of Don, Aberdeen, AB22 8XU"
Able Cake Designs,07949 723674,none,none
A Fancy Piece,07872 314444,none,"Auchlee Wynd, Portlethen, Aberdeen, AB12 4AB"
A Fancy Piece,07872 314444,none,none
O'Caykx Ltd,01224 640731,http://ocaykx.com/,"Unit 12 City South Business Park, Bankhead Drive, Aberdeen, AB12 4XX"
O'Caykx Ltd,01224 640731,none,"Unit 12 City South Business Park, Bankhead Drive, Aberdeen, AB12 4XX"
O'Caykx Ltd,01224 640731,none,none
Shelly's Cakes,01651 869079,none,"4 Rainnieshill Rd, Newmachar, Aberdeen, Aberdeenshire, AB21 0XG"
Shelly's Cakes,01651 869079,none,none
Cake That & Party,07833 453709,none,"4 Damask Crescent, Newmachar, Aberdeen, AB21 0NG"
Cake That & Party,07833 453709,none,none
The Cupcake Stop,07557 798591,http://www.thecupcakestop.co.uk/,"Mosside Drive, Portlethen, Aberdeen, AB12 4NY"
The Cupcake Stop,07557 798591,none,"Mosside Drive, Portlethen, Aberdeen, AB12 4NY"
The Cupcake Stop,07557 798591,none,none
BB's Cakes,07756 726403,https://www.facebook.com/bbscake1/?ref=bookmarks,"The Manse, Kirkton, Maryculter, Aberdeen, AB12 5FS"
BB's Cakes,07756 726403,none,"The Manse, Kirkton, Maryculter, Aberdeen, AB12 5FS"
BB's Cakes,07756 726403,none,none
Beckys Baking Boutique,07940 446030,http://www.beckysbakingboutique.com/,"63 Bruntland Court, Portlethen, Aberdeen, AB12 4UQ"
Beckys Baking Boutique,07940 446030,none,"63 Bruntland Court, Portlethen, Aberdeen, AB12 4UQ"
Beckys Baking Boutique,07940 446030,none,none
Fancy Pieces,01224 733308,none,"161 West George St, Peterculter, AB14 0RR"
Fancy Pieces,01224 733308,none,none
Love Rara Ltd,01358 741874,http://www.loverara.co.uk/,"30 Pettens Close, Balmedie, Aberdeen, AB23 8WZ"
Love Rara Ltd,01358 741874,none,"30 Pettens Close, Balmedie, Aberdeen, AB23 8WZ"
Love Rara Ltd,01358 741874,none,none
Dimbim Speciality Cakes,01224 279899,https://www.facebook.com/dimbimcakes,"14 Morven Circle, Westhill, AB32 6WD"
Dimbim Speciality Cakes,01224 279899,none,"14 Morven Circle, Westhill, AB32 6WD"
Dimbim Speciality Cakes,01224 279899,none,none
Celebration Cakes,01264 319975,none,"34 Cowslip Way, Andover, Hampshire, SP11 6RF"
Celebration Cakes,01264 319975,none,none
CakeCetra,01264 313086,https://www.facebook.com/cakecetra,"6 Barley Rd, Andover, SP11 6GB"
CakeCetra,01264 313086,none,"6 Barley Rd, Andover, SP11 6GB"
CakeCetra,01264 313086,none,none
Posh Picnics & Parties,07735 558459,none,none
Novelty Bakes,01264 771938,http://www.parkers-cakes.com/,"Unit 2-3 The Fairground, Weyhill, Andover, SP11 0QN"
Novelty Bakes,01264 771938,none,"Unit 2-3 The Fairground, Weyhill, Andover, SP11 0QN"
Novelty Bakes,01264 771938,none,none
Mumzcupcakez,07891 125279,none,"6 Harvest Way, Middle Wallop, Stockbridge, Hampshire, SO20 8QG"
Mumzcupcakez,07891 125279,none,none
Cake Craze,01962 870865,http://www.cakecraze.co.uk/,"25 Stockbridge Rd, Winchester, SO22 6RW"
Cake Craze,01962 870865,none,"25 Stockbridge Rd, Winchester, SO22 6RW"
Cake Craze,01962 870865,none,none
You Had Me at Cake,07817 418345,none,"Marsden Court, Laverstoke, Whitchurch, RG28 7PH"
You Had Me at Cake,07817 418345,none,none
Helen's Cakes,07834 899201,https://www.helenscakes.online/,"34 Woodman Close, Winchester, SO21 2NT"
Helen's Cakes,07834 899201,none,"34 Woodman Close, Winchester, SO21 2NT"
Helen's Cakes,07834 899201,none,none
Reilly Cakes,01962 774897,https://reillycakes.co.uk/,"Milnhouse, Micheldever, Winchester, SO21 3DQ"
Reilly Cakes,01962 774897,none,"Milnhouse, Micheldever, Winchester, SO21 3DQ"
Reilly Cakes,01962 774897,none,none
Devilicious Cakes,01794 341206,none,"Malaita Dean Rd, West Tytherley, Salisbury, Wiltshire, SP5 1NR"
Devilicious Cakes,01794 341206,none,none
2Jays Celebration Cakes,01962 860129,http://www.2jays.co.uk/,"6 Western Rd, Winchester, Hampshire, SO22 5AH"
2Jays Celebration Cakes,01962 860129,none,"6 Western Rd, Winchester, Hampshire, SO22 5AH"
2Jays Celebration Cakes,01962 860129,none,none
Fays Fairy Cakes,01672 811894,none,"Flat 1 Church House, East Grafton, Marlborough, Wiltshire, SN8 3DB"
Fays Fairy Cakes,01672 811894,none,none
Elizabeths Kitchen,01962 774823,http://www.elizabeths-kitchen.com/,"5 Weston Colley Cottages, Weston Lane, Winchester, SO21 3AF"
Elizabeths Kitchen,01962 774823,none,"5 Weston Colley Cottages, Weston Lane, Winchester, SO21 3AF"
Elizabeths Kitchen,01962 774823,none,none
Lindsey's Celebration Cakes,01962 620054,http://www.lindseyscelebrationcakes.co.uk/,"48 Hatherley Rd, Winchester, Hampshire, SO22 6RR"
Lindsey's Celebration Cakes,01962 620054,none,"48 Hatherley Rd, Winchester, Hampshire, SO22 6RR"
Lindsey's Celebration Cakes,01962 620054,none,none
Tori's Cakes,07971 524381,http://www.toriscakes.com/,"120 Capel St, Folkestone, CT18 7HB"
Tori's Cakes,07971 524381,none,"120 Capel St, Folkestone, CT18 7HB"
Tori's Cakes,07971 524381,none,none
Up Market Balloons,01233 665095,http://www.upmarketballoons.co.uk/,"44 Osborne Rd, Willesborough, Ashford, TN24 0EF"
Up Market Balloons,01233 665095,none,"44 Osborne Rd, Willesborough, Ashford, TN24 0EF"
Up Market Balloons,01233 665095,none,none
Cake Box,01233 877530,https://www.eggfreecake.co.uk/,"13 High St, Ashford, TN24 8TH"
Cake Box,01233 877530,none,"13 High St, Ashford, TN24 8TH"
Cake Box,01233 877530,none,none
Sinners Kitchen,07517 490333,none,none
Cakes by Chelsea,07403 227170,none,"8 Quantock Drive, Ashford, TN24 8RJ"
Cakes by Chelsea,07403 227170,none,none
Bake to the Future,07768 642811,http://www.baketothefuture.net/,"Bulleid Place, Ashford, TN24 0PW"
Bake to the Future,07768 642811,none,"Bulleid Place, Ashford, TN24 0PW"
Bake to the Future,07768 642811,none,none
Cakes by Julie,07467 527485,https://cakesbyjulie.godaddysites.com/,"5 Frederick Benson Mews, Ashford, TN23 3SF"
Cakes by Julie,07467 527485,none,"5 Frederick Benson Mews, Ashford, TN23 3SF"
Cakes by Julie,07467 527485,none,none
Ble Couture Cakes,01233 625656,http://www.blecouturecakes.com/,"167 Faversham Rd, Kennington, Ashford, TN24 9AE"
Ble Couture Cakes,01233 625656,none,"167 Faversham Rd, Kennington, Ashford, TN24 9AE"
Ble Couture Cakes,01233 625656,none,none
Dee'licious Cupcakes,07944 123470,none,"31 Lancaster Way, Ashford, Kent, TN23 3GB"
Dee'licious Cupcakes,07944 123470,none,none
Willow Cakes Ashford,07949 937574,none,none
Jojo's Cupcakes,07940 360392,none,"89 Manorfield, Ashford, Kent, TN23 5YP"
Jojo's Cupcakes,07940 360392,none,none
The Willow & Blossom Bakery,07753 165892,http://www.thewillowandblossombakery.co.uk/,"157 Faversham Rd, Kennington, Ashford, TN24 9AE"
The Willow & Blossom Bakery,07753 165892,none,"157 Faversham Rd, Kennington, Ashford, TN24 9AE"
The Willow & Blossom Bakery,07753 165892,none,none
Millfield Cakes,01233 645896,none,"7 Millfield, Ashford, TN23 4GW"
Millfield Cakes,01233 645896,none,none
Divine Party Cakes,01233 501832,https://www.facebook.com/divinepartycakeshttps://www.facebook.com/divinepartysweets,"3 Finn Farm Rd, Kingsnorth, Ashford, TN25 7AB"
Divine Party Cakes,01233 501832,none,"3 Finn Farm Rd, Kingsnorth, Ashford, TN25 7AB"
Divine Party Cakes,01233 501832,none,none
The Cake Place,01233 500001,https://www.thecakeplaceashford.com/,"Unit G The Courtyard, Mersham Le Hatch, Mersham, Ashford, TN25 6NH"
The Cake Place,01233 500001,none,"Unit G The Courtyard, Mersham Le Hatch, Mersham, Ashford, TN25 6NH"
The Cake Place,01233 500001,none,none
Butterfly Cakehouse,07799 136979,none,none
Monkley Made,01233 730931,none,"66 Bournewood, Hamstreet, Ashford, Kent, TN26 2HL"
Monkley Made,01233 730931,none,none
Purple Patch,07852 150884,none,"20 High St, Charing, Ashford, TN27 0HX"
Purple Patch,07852 150884,none,none
Cake Hole,07856 692828,http://cakeholedymchurch.co.uk/,"Marshlands, Dymchurch, Romney Marsh, TN29 0PY"
Cake Hole,07856 692828,none,"Marshlands, Dymchurch, Romney Marsh, TN29 0PY"
Cake Hole,07856 692828,none,none
The Vegan Habit,07946 052963,https://www.facebook.com/wearetheveganhabit,"16 Woodlands Drive, Hythe, CT21 5TG"
The Vegan Habit,07946 052963,none,"16 Woodlands Drive, Hythe, CT21 5TG"
The Vegan Habit,07946 052963,none,none
Occasions Cake Makers,07841 481850,https://www.facebook.com/occasionscakemakers,"11 Chippendayle Drive, Harrietsham, Maidstone, ME17 1AD"
Occasions Cake Makers,07841 481850,none,"11 Chippendayle Drive, Harrietsham, Maidstone, ME17 1AD"
Occasions Cake Makers,07841 481850,none,none
Ermintrude's Cakes,07540 816255,http://www.ermintrudescakes.co.uk/,"24 Seaway Gardens, St. Marys Bay, Romney Marsh, TN29 0RY"
Ermintrude's Cakes,07540 816255,none,"24 Seaway Gardens, St. Marys Bay, Romney Marsh, TN29 0RY"
Ermintrude's Cakes,07540 816255,none,none
Becki's Bakes & Novelty Cakes,07434 605224,none,"7 Seabrook Gardens, Hythe, CT21 5RD"
Becki's Bakes & Novelty Cakes,07434 605224,none,none
Tasty Cakes of Canterbury,01227 456317,http://www.tastycakesofcanterbury.co.uk/,"56 Priest Avenue, Canterbury, CT2 8PJ"
Tasty Cakes of Canterbury,01227 456317,none,"56 Priest Avenue, Canterbury, CT2 8PJ"
Tasty Cakes of Canterbury,01227 456317,none,none
The Creekside Cake Co,07884 435972,http://www.creeksidecakes.com/,"41 Front Brents, Faversham, ME13 7DH"
The Creekside Cake Co,07884 435972,none,"41 Front Brents, Faversham, ME13 7DH"
The Creekside Cake Co,07884 435972,none,none
Tori's Cakes,07971 524381,https://www.toriscakes.com/,"120 Capel St, Folkestone, CT18 7HB"
Tori's Cakes,07971 524381,none,"120 Capel St, Folkestone, CT18 7HB"
Tori's Cakes,07971 524381,none,none
Up Market Balloons,01233 665095,http://www.upmarketballoons.co.uk/,"44 Osborne Rd, Willesborough, Ashford, TN24 0EF"
Up Market Balloons,01233 665095,none,"44 Osborne Rd, Willesborough, Ashford, TN24 0EF"
Up Market Balloons,01233 665095,none,none
Cake Box,01233 877530,https://www.eggfreecake.co.uk/,"13 High St, Ashford, TN24 8TH"
Cake Box,01233 877530,none,"13 High St, Ashford, TN24 8TH"
Cake Box,01233 877530,none,none
Sinners Kitchen,07517 490333,none,none
Cakes by Chelsea,07403 227170,none,"8 Quantock Drive, Ashford, TN24 8RJ"
Cakes by Chelsea,07403 227170,none,none
Bake to the Future,07768 642811,http://www.baketothefuture.net/,"Bulleid Place, Ashford, TN24 0PW"
Bake to the Future,07768 642811,none,"Bulleid Place, Ashford, TN24 0PW"
Bake to the Future,07768 642811,none,none
Cakes by Julie,07467 527485,https://cakesbyjulie.godaddysites.com/,"5 Frederick Benson Mews, Ashford, TN23 3SF"
Cakes by Julie,07467 527485,none,"5 Frederick Benson Mews, Ashford, TN23 3SF"
Cakes by Julie,07467 527485,none,none
Ble Couture Cakes,01233 625656,http://www.blecouturecakes.com/,"167 Faversham Rd, Kennington, Ashford, TN24 9AE"
Ble Couture Cakes,01233 625656,none,"167 Faversham Rd, Kennington, Ashford, TN24 9AE"
Ble Couture Cakes,01233 625656,none,none
"Lavenders - Cakes, Bakes & Savouries",07576 459300,https://www.lavenderscakesandbakes.co.uk/?utm_source=yell&utm_medium=referral&utm_campaign=yell,"9 Rosebery Way, Tring, HP23 5DU"
"Lavenders - Cakes, Bakes & Savouries",07576 459300,none,"9 Rosebery Way, Tring, HP23 5DU"
"Lavenders - Cakes, Bakes & Savouries",07576 459300,none,none
Creative Cakes by Evo,07394 461943,https://www.creativecakesbyevo.com/,"31 Queen St, Aylesbury, HP20 1LU"
Creative Cakes by Evo,07394 461943,none,"31 Queen St, Aylesbury, HP20 1LU"
Creative Cakes by Evo,07394 461943,none,none
Aylesbury Cake Company,07779 624241,http://www.aylesburycakeco.co.uk/,"Apple Tree Lodge 21 Manor Drive, Aylesbury, HP20 1EW"
Aylesbury Cake Company,07779 624241,none,"Apple Tree Lodge 21 Manor Drive, Aylesbury, HP20 1EW"
Aylesbury Cake Company,07779 624241,none,none
Havnly Treats,07500 052600,https://facebook.com/havnlytreats,"13 Scott End, Aylesbury, HP19 8SE"
Havnly Treats,07500 052600,none,"13 Scott End, Aylesbury, HP19 8SE"
Havnly Treats,07500 052600,none,none
The Great Cake Warehouse,01296 395380,http://www.thegreatcakewarehouse.co.uk/,"4 Townsend Piece Bicester Rd, Aylesbury, HP19 8BQ"
The Great Cake Warehouse,01296 395380,none,"4 Townsend Piece Bicester Rd, Aylesbury, HP19 8BQ"
The Great Cake Warehouse,01296 395380,none,none
Mouse,01296 583476,none,"9 Mentmore Green, Aylesbury, HP21 9EE"
Mouse,01296 583476,none,none
Bakers Paradise,07814 193228,none,"5 Castlefields, Stoke Mandeville, Aylesbury, Buckinghamshire, HP22 5XY"
Bakers Paradise,07814 193228,none,none
The Catering Shuttle,01296 471171,https://www.thecateringshuttle.co.uk/,"19 Bessemer Crescent, Rabans Lane Industrial Area, Aylesbury, HP19 8TF"
The Catering Shuttle,01296 471171,none,"19 Bessemer Crescent, Rabans Lane Industrial Area, Aylesbury, HP19 8TF"
The Catering Shuttle,01296 471171,none,none
Simply Precious Cakes,07415 769885,https://www.simplypreciouscakes.co.uk/,"Brackley Close, Aston Clinton, Aylesbury, HP22 5JQ"
Simply Precious Cakes,07415 769885,none,"Brackley Close, Aston Clinton, Aylesbury, HP22 5JQ"
Simply Precious Cakes,07415 769885,none,none
Lindy's Cakes Ltd,01296 623906,none,"17 Grenville Avenue, Wendover, Aylesbury, Buckinghamshire, HP22 6AG"
Lindy's Cakes Ltd,01296 623906,none,none
Decandent Little Cakes,01296 682648,http://www.inspiredbyu.co.uk/,"12 Abbotts Way, Wingrave, Aylesbury, HP22 4QF"
Decandent Little Cakes,01296 682648,none,"12 Abbotts Way, Wingrave, Aylesbury, HP22 4QF"
Decandent Little Cakes,01296 682648,none,none
Fyne Cake House,07508 750842,http://www.fynecakehouse.co.uk/,"Fyne Drive, Leighton Buzzard, LU7 2YG"
Fyne Cake House,07508 750842,none,"Fyne Drive, Leighton Buzzard, LU7 2YG"
Fyne Cake House,07508 750842,none,none
Big Day Bakery,01494 580527,http://www.bigdaybakery.co.uk/,"25 Lowndes Avenue, Chesham, Buckinghamshire, HP5 2HH"
Big Day Bakery,01494 580527,none,"25 Lowndes Avenue, Chesham, Buckinghamshire, HP5 2HH"
Big Day Bakery,01494 580527,none,none
Cornelli Sugarcraft,01296 696860,http://www.cornellisugarcraft.co.uk/,"1 Town Court High St, Wendover, Aylesbury, HP22 6EA"
